value,label,snippet
368,40b516eb85b5733268648d23d0ae6d816931f0cf,<h1>2. Work out your gain</h1><p>If you’re a non-resident selling UK residential property you only pay tax on the gain you’ve made since 5 April.</p>
127,40cd35e5b0b7d7f9f32af2e96674727ab82481a8,<h2>Not entitled to the minimum wage</h2><p>The following types of workers aren’t entitled to the National Minimum Wage or National Living Wage:</p><ul><li>share fishermen</li><li>prisoners</li><li>people living and working in a religious community</li></ul>
81,4246385bce6841ca6064b27340d282ed32314a62,"<h1>Export animal semen, ova and embryos: special rules</h1><p>To move germplasm within the EU, you must:</p><ul><li>apply for an Intra Trade Animal Health certificate (ITAHC)</li><li>register your premises</li></ul>"
163,42ccf4a592c0a19ae904a10f0d6d26323c81409f,<h3>You’re from Turkey</h3><p>To get Working Tax Credit you need to be lawfully present in the UK and a Turkish national.</p>
534,43d3f90a8fe56fb017e8c32f0b2b907ede6365e7,<h2>When to apply</h2><p>The earliest you can apply for a visa is 3 months before you start your course.</p>
195,43d9d887a62a18d715e902d2859920a4732aaeb4,"<p>In order to qualify for this benefit program, you must be the spouse or dependent child of a Servicemember (Active Duty or Ready Reserve) who has full-time SGLI coverage.</p>"
317,4421f1ad37dc348f61c52e59e3d60c01832f04f0,"<h3>If you’re self-employed</h3><p>If the average hourly profit from your self-employed work is less than the National Minimum Wage, the Tax Credit Office may ask you to provide:</p><ul><li>evidence that you’ve promoted your business - such as advertisements or flyers</li></ul>"
201,451e4294b4a3f916fdf3d0299ef94a15727b708f,"<h3>Social security agreements with other countries</h3><p>If you lived in another country and are able to get a pension from them, you need to tell us.</p>"
493,4596b0649cb6dc4a40917f1b306a2bb8a1a8ff76,"<h4>Suspending and tailoring deductions</h4><p>You can suspend, increase or decrease deductions for up to 13 weeks.</p>"
549,468850813a03b0f6a1ba5c65f9e1c7bc1878cd92,"<p>Family Servicemembers' Group Life Insurance Coverage (FSGLI) is a component of the Servicemembers' Group Life Insurance (SGLI) program. It provides coverage for spouses and children of Servicemembers insured under SGLI. Non-military spouses are covered automatically for $100,000 or the amount of the member's coverage, whichever is less. Military spouses must apply for the coverage. Premiums for spouse coverage are based on the spouse's age and amount of coverage. Dependent children are covered for $10,000 each at no cost to the member.</p>"
116,469c382ebebcff5eb721e4cc34dc1e93950e7b3f,<p>In the state of Maine all passengers of a vehicle must wear seat belts unless:</p><ul><li>The passenger is older than 1 year old and there are more people in the vehicle than seat belts.</li><li>The driver or passenger has a disability or other medical condition that makes it unsafe or impossible to wear a seat belt (in which case the driver or passenger must have documentation from a physician).</li><li>The driver is a mail carrier and in the process of delivering mail.</li></ul>
171,46d1c2113fc01aca52273d42e626db2920c077bd,<p>You can also get help and information about ‘interviews under caution’ from:</p><ul><li>Citizen’s Advice</li><li>Advice Now</li></ul>
498,475fbb12a6391bac6fb3b3ee1f95c504aafa09ab,"<h3>If you’re self-employed</h3><p>If the average hourly profit from your self-employed work is less than the National Minimum Wage, the Tax Credit Office may ask you to provide:</p><ul><li>your business plan - find out how to write a business plan</li></ul>"
61,47d16708f48c342d223fdd9856f67c1849d80228,"<h2>Guarantee Credit</h2><p>To qualify for Guarantee Credit:</p><ul><li>you must live in England, Scotland or Wales</li><li>you or your partner must have reached Pension Credit qualifying age</li></ul>"
533,47d82c2fceb7ace5c0a0f50b889a79efefb2cc00,<p>Guidance</p>
572,485774c7c09a9ab420aef04bac6f824c61c3e09d,"<h2>How you’re paid</h2><p>Usually, you’re paid from the date of your claim up to the end of the tax year (5 April).</p>"
591,48b4a5ac4626d8c01a831b7a01004c3a47d092fc,<h2>Checklist</h2><p>Immunise your baby according to the National Immunisation Program Schedule. If your child isn't immunised or doesn't have an approved exemption you can't get some family assistance payments. You can use the Australian Immunisation Register to keep track of their immunisations.</p>
367,48c982732850679af991f0a8ee21fcb68fdca3c9,<h2>Healthcare practitioners may access patient information in database</h2><p>The laws and rules allow authorizing practitioners and those who prescribe or dispense controlled substances to access patient information in the database.</p>
489,48df1ad35aeb7be2aa5d17fb795fb6305ab6400e,<h3>If you reached State Pension age before 6 April 2010</h3><p>You can’t inherit your spouse or civil partner’s Additional State Pension if they died before they reached their State Pension age and after you reached yours.</p>
285,49dc0bb7fcad47e7405f75a38e86d8215175dab6,<h1>Hours a week</h1><p>You can still apply for Working Tax Credit if you’re on leave.</p>
324,4ac955c0b4a55991bec0989162001c3d9273cfeb,"<h1>Medical Marijuana</h1><p>Medical marijuana patients with a valid Medical Marijuana Authorization may join the medical marijuana authorization database and get a medical marijuana card from a medically endorsed marijuana retail store (PDF). This allows you to grow six plants by default in the system and up to 15 plants if authorized by your healthcare practitioner, and allows you to purchase marijuana products sales and use-tax free.</p>"
46,4b6a63df04006940180f1febdc153a8f96a9f679,"<h2>What you can't claim using your Medicare online account</h2><p>Although you may have a claim for an eligible item, you can't claim online if:</p><ul><li>the item is for a service provided to someone who isn't on your Medicare card</li><li>the item is for a service provided more than 2 years ago</li><li>the item is for a service provided by a hospital or approved day facility inpatient</li><li>you've been bulk billed for the item or had the claim submitted at your doctor's surgery on your behalf</li></ul>"
47,4b947693ece3e557a8cc08895067df072b76ae94,"<h2>General Program Requirements</h2><p>In order to qualify for this benefit program, your child must attend a school or RCCI that operates the National School Lunch or School Breakfast Programs in Indiana.</p>"
559,4bed72dcc9c5b357f699141ff9d526b75bce40b3,<h2>Sanctionable benefits</h2><p>The following benefits can be reduced or stopped if you commit benefit fraud:</p><ul><li>Pension Credit</li><li>Universal Credit</li><li>War Disablement Pension</li><li>War Widow’s Pension</li></ul>
614,4c00a3cf6fa8f172359ead5fd92237c241a9f7fc,<p>This program helps homebuyers or homeowners save money on utility bills by helping them get loans to cover the cost of adding energy saving features to new or existing housing as part of a Federal Housing Administration insured home purchase or refinancing mortgage.</p>
481,4c1206cdd7dd448bc5631f3b8e4732d229a7b58c,<h1>1. Overview</h1><p>You can:</p><ul><li>contact the Tax Credit Office about someone else’s claim - as an authorised intermediary</li></ul>
447,4cec3267a42f2bdf854cb4e0dfa5c60d754a0a5d,"<h2>What happens next</h2><p>Your application may be passed to an expert adviser in a national museum or gallery. If they’re against the export on the grounds of national importance, your application will be sent to the Reviewing Committee.</p>"
592,4e49bc839b4671a6dc5e775a0d283fb7a4c5fbc3,<h3>Work experience and internships</h3><p>You won’t get the National Minimum Wage or National Living Wage if you’re:</p><ul><li>work shadowing</li></ul>
531,4e8df180948a0da8c96b783770191f8fbf6b8a47,"<h1>Getting Centrelink letters online for someone else</h1><p>If you’re a nominee for someone, you can get their letters online too.</p>"
542,4ec0fe24641cf4f83467f8c257cd9d8c94da459f,"<h2>Going abroad permanently to another EEA country or Switzerland</h2><p>You or a family member may be able to claim benefits if you:</p><ul><li>work in the UK or pay National Insurance in the UK because of work</li><li>have paid enough National Insurance to qualify for contribution-based benefits</li><li>are getting State Pension, Industrial Injuries Benefit, contribution-based ESA or bereavement benefits</li></ul>"
568,4ec3b705a0537a8882f14315ac10a799ea63b5da,<h1>7. Changes to your details</h1><p>You need to tell HM Revenue and Customs (HMRC) about any changes to the following within 30 days or you could face a financial penalty.</p>
83,4f89250cf935255431bc68490a40ad335a00d857,"<p>To qualify for assistance, applicants must meet all loan eligibility requirements including:</p><ul><li>Be unable to obtain credit elsewhere at reasonable rates and terms to meet actual needs;</li><li>Possess legal capacity to incur loan obligations;</li><li>Not be delinquent on a federal debt; and</li><li>Not have caused FSA a loss by receiving debt forgiveness (certain exceptions apply); and</li></ul>"
67,4fc9669c863c57dd7393c68250b3e88056fbe466,"<h1>6. Purchases made before registration</h1><p>There’s a time limit for backdating claims for VAT paid before registration. From your date of registration the time limit is:</p><ul><li>4 years for goods you still have, or that were used to make other goods you still have</li><li>6 months for services</li></ul>"
594,50c8ec3af0926cfd6dc8898a2dd9e56bc275ee45,"<h1>Bankruptcy</h1><p>For individuals, the most common type of bankruptcy is a Chapter 13. Partnerships and corporations file bankruptcy under Chapter 7 or Chapter 11 of the bankruptcy code. Individuals may also file under Chapter 7 or Chapter 11.</p>"
527,50caef7c49458cc7e4820d47706359cab1e94b53,"<p>The purpose of the Healthy Forests Reserve Program (HFRP) is to assist landowners, on a voluntary basis, in restoring, enhancing and protecting forestland resources on private lands through easements, 30-year contracts and 10-year cost-share agreements.</p>"
321,50f738a21dcdb42d96cbeefa4133079e60ce0e22,<h1>3. Eligibility</h1><p>To get the full basic State Pension you need a total of 30 qualifying years of National Insurance contributions or credits.</p>
305,51115f841270b534c57094808fa834712deb0c4c,"<h2>What happens if you’re suspected of benefit fraud</h2><p>You’ll be contacted by the Department for Work and Pensions (DWP), HM Revenue and Customs (HMRC), the Service and Personnel and Veterans Agency or your local authority if you’re suspected of fraud.</p>"
530,5128436eaf1a6c9b613bba8f40653e540ee27775,"<h1>Opting out of the Australian Immunisation Register</h1><p>Please keep in mind, if you choose to opt out of sharing your immunisation history, even your GP can’t see your records. You may receive questions from your GP when they can’t see your immunisation history.</p>"
472,52527ce2166689a6d1c70df1aaac49591354acfe,<h2>Processing times for applications</h2><p>The processing time for applications can be up to 6 weeks. If you’re a new health professional you must have your provider number and Medicare eligibility before you start billing.</p>
508,5273f6969809ad7eb5e29a6e0813c40b3f38e648,"<h1>Indiana Head Start</h1><p>Children from birth to age five from families with low income, according to the Poverty Guidelines published by the Federal government, are eligible for Head Start and Early Head Start services.</p>"
332,52c65d882a9f88bb7c7b051b00f971aa2e54e35d,"<ol><li>Noncommercial airports; land; open to the public.  Noncommercial airports and land airports open to the public shall meet the following minimum requirements.</li><li>There shall be a wind direction indicator consisting of either a wind sock, tetrahedron or wind tee located adjacent to the landing area.</li><li>Land airports without paved runways must have the boundaries of the usable landing area defined with clearly visible markers painted white.</li></ol>"
4,52d83f527d687b5da78111ad7e25ff8a5bc2dcc9,"<p>The Direct Express® card is a prepaid debit card option for federal benefit recipients to receive their benefits electronically.  With the Direct Express® card, your federal benefit payment is automatically deposited directly into your card account each month on your payment day. This prepaid debit card offers the convenience and security of to spend and access your money rather than using cash for purchases.  Cardholders can make purchases at stores that accept Debit MasterCard®, pay bills, purchase money orders from the U.S. Post Office and get cash from ATMs or financial institutions that display the MasterCard® acceptance mark. No bank account or credit check is required to enroll. There are no sign-up fees or monthly account fees. Many card services are free. Additional information about the Direct Express® card is available at www.USDirectExpress.com.</p>"
325,5325205e3cd1a3580508765c2f7979b3494323e1,<h2>Sanctionable benefits</h2><p>The following benefits can be reduced or stopped if you commit benefit fraud:</p><ul><li>Industrial Injuries Retirement Allowance</li><li>Industrial Injuries Unemployability Supplement</li><li>Jobseeker’s Allowance</li><li>Severe Disablement Allowance</li></ul>
26,53395c06b535e98d2421dd34a9a83d59ca85ad32,"<p>Credit Requirements: SBA's assistance is in the form of loans, as such SBA must have a reasonable assurance that such loans can and will be repaid.</p>"
511,5391a7c9d6aaf27c716a4f1b442853053db395b9,<h2>Statutory Sick Pay (SSP)</h2><p>You can get SSP if you’re eligible and either of the following apply:</p><ul><li>you work for a UK employer in the European Economic Area (EEA) or Switzerland</li><li>you work outside the EEA and your employer pays National Insurance contributions for you</li></ul>
216,53cf2d8278ce361a24140a110af7b71a2a56345b,"<h2>Work out if you need to pay</h2><p>You may be able to use the Capital Gains Tax calculator to work out how much tax to pay on your property. You can’t use it if you:</p><ul><li>are a company, agent, trustee or personal representative</li></ul>"
76,54bbdc5cdea357390ec8d11c13d1c4c26238074b,"<h1>Employment Authorization Document</h1><p>You do not need to apply for an EAD if you are a lawful permanent resident. Your Green Card (Form I-551, Permanent Resident Card) is evidence of your employment authorization. You also do not need to apply for an EAD if you have a nonimmigrant visa that authorizes you to work for a specific employer.</p>"
3,54c9b41a243b66eaf140f279780467036d9199ff,"<h2>Your child is under 16</h2><p>If your child has a baby, you can make the claim for both of them if they live with you. The money will be paid to you.</p>"
290,54ed256c294c57af63871fc137d6e30984733719,"<h1>General Program Requirements</h1><p>You must be a son, daughter, or spouse of a:</p><ul><li>A Veteran who died or is permanently and totally disabled as the result of a service-connected disability. The disability must arise out of active service in the armed forces.</li><li>A Veteran who died from any cause while such permanent and total service-connected disability was in existence.</li><li>A Servicemember missing in action or captured in line of duty by a hostile force.</li><li>A Servicemember forcibly detained or interned in line of duty by a foreign government or power.</li></ul>"
424,55fe163fab637ebe7dfc2557ce08d1bc7669d106,"<h2>General Program Requirements</h2><p>In order to qualify for this benefit program, you must be a resident of Indiana, responsible for a child under 18 years of age, a U.S. citizen or qualified alien and have very low income.</p>"
544,5601517b2b550c844fd3db1ac93ce3290529a37e,"<h1>2. Eligibility</h1><p>Your work can be:</p><ul><li>for someone else, as a worker or employee</li><li>as someone who’s self-employed</li><li>a mixture of the two</li></ul>"
262,56f305e58515c4e09f3a55433d12d447406b0f54,"<p>A borrower must be engaged in or proposing to engage in a business that will:</p><ul><li>Provide employment</li><li>Improve the economic or environmental climate</li><li>Promote the conservation, development, and use of water for aquaculture, or</li><li>Reduce reliance on nonrenewable energy resources by encouraging the development and construction of renewable energy systems.</li></ul>"
193,574fb70fbeac1917ee719e75e046ec045e485569,"<p>The maximum term allowed for a microloan is six years. However, loan terms vary according to the size of the loan, the planned use of funds, the requirements of the intermediary lender, and the needs of the small business borrower. Interest rates vary, depending upon the intermediary lender and costs to the intermediary from the U.S. Department of the Treasury.</p>"
412,57622bf81dd88a2d8c36dae1bc86ac01ab77269f,<h1>Employee rights when on leave</h1><p>Employees whose baby is due or who adopt a child on or after 5 April 2015 may be entitled to take Shared Parental Leave.</p>
34,577179943b13a67b3e60fa62e02dfd3e6114d171,<h2>Benefits that can’t be reduced or stopped</h2><p>The following benefits can’t be reduced or stopped if you commit benefit fraud:</p><ul><li>Guardian’s Allowance</li><li>Industrial Injuries Constant Attendance Allowance (where a Disablement Pension is payable)</li><li>Industrial Injuries Exceptionally Severe Disablement Allowance (where a Disablement Pension is payable)</li><li>Personal Independence Payment</li></ul>
513,5788f251ff787519be979fb60c45aea00ead411b,"<h2>North Korea</h2><p>The banned luxury goods for North Korea are:</p><ul><li>high quality tableware made from porcelain, china, stone or earthenware or fine pottery</li><li>high quality lead crystal glassware</li><li>high end electronic items for domestic use (for example toasters, coffee makers and sewing machines)</li><li>high end video equipment, audio equipment and cameras</li></ul>"
106,57b5c89b713becca7d84be886ed370ca2563a87d,"<p>To qualify for assistance, applicants must meet all loan eligibility requirements including:</p><ul><li>Be the tenant-operator or owner-operator of a family farm after loan closing.</li></ul>"
517,585e0fc7654b859ca51175877f2e4e067053e2df,"<h1>5. Calculate VAT taxable turnover</h1><p>You must register for VAT with HM Revenue and Customs (HMRC) if it goes over the current registration threshold in a rolling 12-month period. This isn’t a fixed period like the tax year or the calendar year - it could be any period, for example the start of June to the end of May.</p>"
126,58a0389006f1bb157e15aa91c0257bd5b7c7b098,<h1>6. Benefits for carers and people with disabilities</h1><p>You can’t claim Disability Living Allowance mobility component and Personal Independence Payment mobility component abroad.</p>
221,58b139a8f03204de8ab53e9b407f16f99a60a326,"<h2>Program Description</h2><p>Indiana's Temporary Assistance for Needy Families (TANF) program provides cash assistance to families with dependent children and requires adults to work or prepare for work. Recipients will be provided with supportive assistance while on TANF including: child care services, transportation services, and vehicle repairs.</p>"
588,59091720967af2aff81210d17735b2a0a91c79c2,<h1>4. Maternity and childcare benefits</h1><p>You can also get the following in an EEA country or Switzerland if you’re eligible:</p><ul><li>tax credits</li></ul>
238,5920966939e7115da7329c2c1cb0fb5e0ab0a065,"<h3>Medicare Online</h3><p>If you're using Medicare Online for patient claiming, you don't have to ask patients for their bank account details. Patients register their bank details with us. Medicare Online lets you submit patient claims even if you don't have the patient's bank account details.</p>"
5,592826f006aa14c25b786710b50753249d1e3513,"<h3>Register for Aged Care Online Services</h3><p>If you’re registered for Aged Care Online Claiming, you don’t need to register for Aged Care Online Services. You can log on using the same user ID and password. You need to select either the ‘Home Care’ or the ‘Residential Care and ACAT’ system.</p>"
147,59e8ca9a827651eb11b9614545d7fe592de773cb,<h2>Benefits that can’t be reduced or stopped</h2><p>The following benefits can’t be reduced or stopped if you commit benefit fraud:</p><ul><li>War Pension Mobility Supplement</li></ul>
436,5a0a87893c467cdfa7cad13f6a4daf48d9a2ef09,<h1>2. Au pairs</h1><p>Au pairs usually live with the family they work for and are unlikely to be classed as a worker or an employee. They aren’t entitled to the National Minimum Wage or paid holidays.</p>
390,5a6fd8fd662163eea1a59b79e6605113212a05ff,"<h2>Not entitled to the minimum wage</h2><p>The following types of workers aren’t entitled to the National Minimum Wage or National Living Wage:</p><ul><li>higher and further education students on a work placement up to 1 year</li><li>workers on government pre-apprenticeships schemes</li><li>people on the following European Union programmes: Leonardo da Vinci, Youth in Action, Erasmus, Comenius</li><li>people working on a Jobcentre Plus Work trial for 6 weeks</li></ul>"
464,5a89ab27778e070588b265c71449720f32d8edd6,<p>All airport managers shall perform the following duties.</p>
604,5c324826c8697b60b7c212e0ee8d1327b680f584,<h1>Tax if you leave the UK to live abroad</h1><p>You don’t need to tell HMRC if you’re leaving the UK for holidays or business trips.</p>
495,5c37622f960798dc75a12591b8a7175cd05aff34,<p>Gratuitous Service-Disabled Veterans Insurance (ARH) is a program that provides posthumous life insurance coverage for certain Veterans.</p>
53,5c3d8d38ceb2a35af181f56040f5dee2b8640e5a,"<h3>Apply for a plant health certificate</h3><p>To get a health certificate, your plants must be inspected.</p>"
375,5ce7d82c979ce7a4a578e7d6e56ecd4468c9272b,<h3>Register for Aged Care Online Claiming</h3><p>Residential Care level 8 and Home Care level 10 give authority to:</p><ul><li>view care recipient information</li></ul>
570,5d2b0f0309de9eaf40b4377d6ac435bf021b95aa,<h2>Who can’t get it</h2><p>You can’t get Crisis Payment if you’ve received a Disaster Recovery Payment or another disaster relief payment for the same event.</p>
487,5d379d58d10ca908335eb5020cd87b78a7c5e0fc,"<h2>Controlled drugs</h2><p>If your drug is controlled, you need a Home Office controlled drug licence to export it. This is in addition to any domestic licence you need to possess the drug in the UK.</p>"
380,5d9e58322cb24fdd5ceffaac790c6252cfc5531a,<h1>6. Benefits for carers and people with disabilities</h1><p>Tell the office that deals with your benefit that you’ll be away.</p>
252,5dcd16b481b1dfd9a58b877453710a11470494c4,<h1>Export drugs and medicines: special rules</h1><p>You need permission to export:</p><ul><li>certain drugs that can be used in lethal injections outside the EU</li></ul>
124,5dcff4c0ee0eea589fb4e3a1e84b3a1ffcc390da,"<p>If the person making the claim is mentally or legally incompetent, and did not file the claim in time, VA can receive the application within one year after incompetency ends.</p>"
197,5dd7071759ce7680f4fa47508c34bfc60fb4a780,"<h3>Income and assets from outside Australia</h3><p>If you or your partner get income from, or have assets outside Australia, we may have to reduce the amount of Age Pension you get.</p>"
188,5e111bed7c8ba24af221541ae6cb57a23e52b734,<h1>2. Who gets the minimum wage</h1><p>Workers are also entitled to the correct minimum wage if they’re:</p><ul><li>foreign workers</li><li>seafarers</li><li>offshore workers</li></ul>
306,5e65eb3709fa5b2c90baec986bfde2838f1fe443,<h2>Shared Parental Leave</h2><p>You can’t take Paternity Leave after you take SPL.</p>
109,5f0edf28d705edc2e714c21267166921ecb9844c,<h1>2. Eligibility</h1><p>You can get a CAS if you’re:</p><ul><li>re-sitting exams or repeating modules</li><li>applying for the first time to a new institution to complete a course you started at an institution that lost its Tier 4 sponsorship</li><li>applying to extend your stay to complete your studies because you’ve done (or want to do) a work placement or study abroad programme</li></ul>
114,5f3c54aa302f1f40ab193f632437964bd67a7f42,"<h2>Keeping in touch days</h2><p>The type of work and pay employees get should be agreed before they come into work. The employee’s right to maternity, adoption or additional paternity leave and pay isn’t affected by taking keeping in touch days.</p>"
465,5fe5548727d3a99702003635033db3a1ba4042a1,<h1>1. Overview</h1><p>You’ll need a statement of National Insurance you’ve paid in the UK to get these benefits - unless you’re claiming Winter Fuel Payments.</p>
579,5fecde6adecdf790829304f00bee0053a96e29c3,<h2>You reached State Pension age on or after 6 April 2016</h2><p>You won’t get the Additional State Pension if you reached State Pension age on or after 6 April 2016. You’ll get the new State Pension.</p>
459,6089439c26ba15796242aed8d99114fc737206d2,"<h1>2. Eligibility</h1><p>If you won’t be living in the UK during the qualifying week, you might still get the payment if both the following apply:</p><ul><li>you live in Switzerland or a European Economic Area (EEA) country</li><li>you have a genuine link with the UK social security system, such as having lived or worked in the UK for most of your life</li></ul>"
115,60999263898b5ed1ec9a6a45306c56058450c37b,<p>§103. Physical description of airports and minimum airport facilities</p>
327,615f90a7b789afacb18e5563a0580d385d48ee1a,"<h1>2. Au pairs</h1><p>An au pair isn’t classed as a worker or an employee if the followings apply:</p><ul><li>they have their own private room in the house, provided free of charge</li><li>they eat their main meals with the host family, free of charge</li><li>they help with light housework and childcare for around 30 hours a week, including a couple of evenings babysitting</li><li>they get reasonable pocket money</li></ul>"
133,61ac08653b79683c64586235c282a2c98167b5ea,<h2>Returning to work</h2><p>Similar means the job has the same or better terms and conditions. If the employee unreasonably refuses to take the similar job the employer can take this as their resignation.</p>
615,61bf03cff85e0a8d3b40baf8cc98a116cedaf27f,<h1>3. Appointees</h1><p>You’re not an appointee if you just help someone complete their claim form.</p>
74,623a9db2e5c6b562d3238fa894e479d43d533ed6,<h1>2. Eligibility</h1><p>You qualify for a Winter Fuel Payment if both the following apply:</p><ul><li>you were born on or before 5 August 1953</li><li>you’ll be living in the UK for at least one day during the week of 18 to 24 September 2017 - this is called the ‘qualifying week’</li></ul>
622,629eb4823f0f85c60bdc90aed0238c151edff2ee,"<p>The annual renewal fee is paid once a year and is required to maintain the enforceability of the guarantee as to the lender. There is also an upfront guarantee fee of three percent. A limited amount of loans may be guaranteed with a two percent fee, subject to meeting regulatory requirements.</p>"
192,62dd52b7c96d449ebbbba6de8b9bb98876f8c52f,"<h1>6. Immigration control</h1><p>You may also be able to get tax credits if you’ve been living in the UK for fewer than 5 years, but:</p><ul><li>your sponsor has died</li><li>all your sponsors - if you had more than one - have died</li></ul>"
184,62efd9afefac594399044d5254d08f29cedd4484,"<p>In order to be eligible for this program:</p><ul><li>You must be a U.S. citizen,</li><li>You must have a good credit and earnings record, net worth, and liquidity behind the project,</li><li>Your project must be fully secured with your assets, including personal guarantees (non-recourse credit is not available), and</li><li>You should have at least a three year history of owning or operating the fisheries project which will be the subject of your proposed application, or a three year history owning or operating a comparable project.</li></ul>"
427,63037121ec73596bbcc461951109c95eb106d6e0,<h3>Postgraduate doctors and dentists</h3><p>You can apply for this visa if you’re sponsored to do a recognised foundation programme and you’ve:</p><ul><li>finished a recognised UK degree in medicine or dentistry</li><li>received that degree from a registered Tier 4 sponsor</li><li>spent your final year and at least 1 other year of studies leading to that degree in the UK</li></ul>
616,6304e70d33215eda082e53d3d5e6eb112a1bf20a,"<p>The Agricultural Conservation Easement Program (ACEP) provides financial and technical assistance to help conserve agricultural lands and wetlands. There are two program components under ACEP, the Agricultural Land Easement (ALE) component and the Wetlands Reserve Easement (WRE) component.</p>"
183,633bd61a60298e96272a5cc639b4eed47831b281,"<ul><li>There shall be a wind direction indicator consisting of either a wind sock, a tetrahedron or a wind tee.</li><li>All paved runways shall be marked in accordance with the latest State or Federal Aviation Administration Advisory Circular.</li></ul>"
181,63e7182445e5724e6df58d957869939e90335cdf,<h1>Export medical devices: special rules</h1><p>You don’t need a certificate to move medical devices within the EU.</p>
473,64108928f6e2b23db007c9debc5e076ac85cf5a9,"<p>A. All aircarrier and commuter aircarrier airports shall designate a person generally available who has administrative responsibility for operation and management of the airport. All general aviation commercial airports, as defined under chapter 6, shall have at least a part-time airport manager.</p>"
37,6413dc9a05e818dd1f83872acd48668999d2551b,"<p>The Fisheries Finance Program (FFP) is a direct government loan program that provides long term financing for the cost of construction or reconstruction of fishing vessels, fisheries facilities, aquacultural facilities and individual fishing quota in the Northwest Halibut/Sablefish and Alaskan Crab Fisheries.</p>"
352,6419022b9e735cf1cd41e3fb8c8c16cc6f433409,"<h1>6. Immigration control</h1><p>You usually can’t get tax credits if you’re ‘subject to immigration control’, although there are some exceptions. You’ll still need to meet the other qualifying rules, eg work the right number of hours.</p>"
224,64326fa15271860f5361693969b27d9d4ce3cb86,<p>You must also wear protective headgear if you are using a learner's permit or are within 1 year of obtaining a motorcycle license.</p>
516,6463947aaff84582496d2e426120d63165054534,<h1>Tax if you leave the UK to live abroad</h1><p>The tax year runs from 6 April to 5 April the next year.</p>
222,649d2386568b7ec9a25c41257e4a04b0064a9cd8,<h1>8. Bereavement benefits</h1><p>You may be able to make a new claim if you live in certain countries outside the UK.</p>
38,65acfe6e858ff9ad48f80b65a7d05cdcb9c06268,<h2>Eligibility</h2><p>The home you buy must:</p><ul><li>be one that you can show you can’t afford (if you’re applying in Wales)</li></ul>
482,65ba99a54d913ac7cf26c7c36be8d6ec3847f9fc,"<h1>Export art, antiques and cultural goods: special rules</h1><p>Cultural goods include:</p><ul><li>works of art</li><li>furniture</li><li>antiques</li><li>means of transport</li></ul>"
10,66528f04ffe4b2ce47234dd853f3713696058848,<h1>Eligibility Criteria</h1><p>Limited openings are available for women ages 18–39 with breast symptoms with funds from Susan G. Komen.</p>
409,66b0c3d84b9c993053b4489e120ba56ef79592fa,"<p>The purpose of the Military Reservist Economic Injury Disaster Loan program (MREIDL) is to provide funds to eligible small businesses to meet its ordinary and necessary operating expenses that it could have met, but is unable to meet, because an essential employee was ""called-up"" to active duty in their role as a military reservist. These loans are intended only to provide the amount of working capital needed by a small business to pay its necessary obligations as they mature until operations return to normal after the essential employee is released from active military duty. The purpose of these loans is not to cover lost income or lost profits. MREIDL funds cannot be used to take the place of regular commercial debt, to refinance long-term debt or to expand the business.</p>"
247,6700483686c9482b108847d499c6f8f32af6ee80,"<h1>2. Eligibility</h1><p>If you can’t make a new claim for Working Tax Credit, you’ll usually need to apply for Universal Credit instead.</p>"
485,673a4e7cc528ba38f5ca1ac8c79cd41283b858bb,"<h3>Income and assets from outside Australia</h3><p>If you or your partner get income from, or have assets outside Australia, we may have to reduce the amount of Age Pension you get.</p>"
358,67733646268100d73b081a2dd39d19ea29015ad1,"<p>If you are under 15 years old and the passenger of a motorcycle or attached side car, or are the driver of an off-road motorcycle, you must wear protective headgear.</p>"
359,6781dac0d01c782cfcf2bba0283cc5abf213d8e6,<h2>Your course</h2><p>You can do a course that’s one of the following:</p><ul><li>a recognised foundation programme as a postgraduate doctor or dentist</li></ul>
339,681f5c961b52c0e1794571f76124b6b1bd1ecaa8,"<p>Educational and Career Counseling can help you:</p><ul><li>Assess your vocational interests, aptitudes and abilities</li><li>Explore career opportunities</li><li>Obtain guidance on effective use of VA benefits and resources to achieve education and career goals</li><li>Address barriers that may impede success in training or employment</li></ul>"
135,688bdf5362eb1138d9e83b7037facb2dc700dd78,<h2>Discretionary bursary</h2><p>Ask student services about their criteria and any evidence you’ll need.</p>
161,696a9596ead14f705f6b2716a2007dc5596274a7,"<h1>Export food, drink and agricultural products: special rules</h1><p>If you don’t need one, you don’t have to do anything to move plants used as food within the EU. But you always have to comply with the normal standards to sell fresh fruit and vegetables.</p>"
397,696de3c097c6d5a809c5199e7f02aa386c214e20,"<p>Anyone receiving Social Security, Supplemental Security Income, VA or other federal benefit payments can enroll. You no longer have to wait for the mail or worry about lost or stolen checks. No bank account or credit check is required to enroll. There are no sign-up fees or monthly account fees. Many of the card services are free.</p>"
75,6a0a8f8687bd27afb28e5ed08becc3b1d9fe1927,<h1>2. Eligibility</h1><p>You can only make a new claim for Working Tax Credit if either of the following apply:</p><ul><li>you don’t live in a Universal Credit area</li><li>you or your partner qualify for Pension Credit</li></ul>
477,6a49144f8c59b552a98b2ffa6ecf761715bafa03,"<h2>Industrial Injuries Disablement Benefit (IIDB)</h2><p>If you’re getting Industrial Injuries Benefit for work-related accidents and illnesses, you can still get this in an EEA country.</p>"
